loan_id,customer_id,gender,age,marital_status,education_level,county,employment_status,monthly_income_kes,mobile_money_usage,airtime_topup_frequency,loan_amount_kes,loan_term_months,interest_rate,repayment_frequency,num_previous_loans,num_defaults,loan_purpose,collateral_type,group_loan,days_late,repayment_progress,defaulted
L101270,C51270,Male,42,Widowed,Tertiary,Kisumu,Formal,26729.31,19919.45,6,37442,12,15.57,Monthly,4,0,Household,None,False,48,61.67,1
L101271,C51271,Other,47,Married,Tertiary,Machakos,Unemployed,17007.35,24271.83,2,46931,24,16.97,Bi-weekly,3,0,Household,None,True,4,72.57,0
L101272,C51272,Male,24,Single,Primary,Machakos,Formal,29915.52,9742.99,7,46780,3,7.74,Weekly,2,1,Business,Electronics,True,50,39.44,0
L101273,C51273,Male,21,Divorced,None,Mombasa,Self-employed,17364.06,17166.25,3,44875,24,23.36,Weekly,1,1,Education,Title Deed,True,25,53.84,0
L101274,C51274,Female,60,Divorced,Primary,Eldoret,Unemployed,16460.6,28626.76,10,43767,3,13.37,Bi-weekly,4,0,Education,None,True,44,83.11,0
L101275,C51275,Other,57,Divorced,Primary,Eldoret,Formal,11100.91,25507.24,6,12974,12,18.36,Bi-weekly,0,1,Emergency,Title Deed,True,16,25.77,0
L101276,C51276,Other,55,Single,None,Nakuru,Informal,28012.95,5941.51,4,47282,24,7.1,Bi-weekly,2,0,Agriculture,None,True,30,40.06,0
L101277,C51277,Other,47,Divorced,Primary,Nairobi,Informal,31883.58,1463.38,6,9874,3,11.92,Weekly,4,1,Education,Electronics,False,12,60.02,1
L101278,C51278,Other,27,Single,Primary,Nairobi,Self-employed,21767.14,19806.33,4,29395,3,13.19,Weekly,3,1,Education,Livestock,False,37,93.08,0
L101279,C51279,Female,47,Married,Primary,Kisumu,Self-employed,35555.78,8564.97,7,16808,24,23.76,Bi-weekly,1,0,Education,Electronics,True,48,6.01,0
L101280,C51280,Female,56,Widowed,Secondary,Machakos,Self-employed,28630.66,23525.68,4,20969,3,23.73,Monthly,3,0,Business,Guarantor,False,19,89.27,1
L101281,C51281,Male,24,Divorced,Primary,Mombasa,Informal,24826.36,346.85,7,30165,12,19.64,Bi-weekly,2,0,Education,Electronics,False,51,60.76,1
L101282,C51282,Male,53,Married,Primary,Meru,Formal,46230.28,6233.19,10,12450,6,5.4,Monthly,2,0,Agriculture,Title Deed,True,37,63.97,0
L101283,C51283,Male,52,Married,Tertiary,Meru,Self-employed,20740.83,10248.02,3,5472,24,13.12,Bi-weekly,1,0,Business,Title Deed,False,44,28.38,0
L101284,C51284,Male,41,Single,Tertiary,Eldoret,Formal,25117.62,4298.74,6,2862,12,14.88,Monthly,1,0,Medical,Livestock,True,33,38.54,0
L101285,C51285,Female,56,Married,Tertiary,Machakos,Formal,34554.65,3835.15,7,10465,24,23.07,Monthly,1,1,Education,Guarantor,True,16,65.4,0
L101286,C51286,Other,53,Single,Primary,Machakos,Self-employed,41097.54,6917.09,4,41612,3,20.78,Monthly,3,0,Education,Livestock,True,43,63.06,0
L101287,C51287,Female,62,Single,None,Meru,Self-employed,14239.11,19193.45,6,4765,12,8.94,Monthly,2,0,Agriculture,None,False,8,73.06,0
L101288,C51288,Male,37,Married,Primary,Mombasa,Informal,31811.4,9590.56,4,49865,12,6.41,Monthly,3,0,Emergency,None,False,44,48.05,1
L101289,C51289,Female,49,Single,Secondary,Kisumu,Self-employed,29024.46,15939.15,8,29239,12,23.96,Bi-weekly,1,1,Business,None,False,18,62.01,0
L101290,C51290,Other,56,Single,Secondary,Machakos,Informal,40384.63,31115.1,5,35883,12,16.61,Weekly,2,1,Agriculture,Livestock,False,51,93.28,0
L101291,C51291,Other,43,Single,Secondary,Nakuru,Informal,20651.86,22506.01,8,43069,3,16.73,Monthly,3,0,Household,Electronics,True,54,54.02,1
L101292,C51292,Female,43,Married,Secondary,Kisumu,Formal,30355.18,16078.34,5,35151,24,15.86,Weekly,1,0,Medical,Title Deed,False,7,33.8,1
L101293,C51293,Female,53,Widowed,Primary,Nairobi,Informal,54390.82,342.05,10,40637,12,23.73,Monthly,3,0,Education,Electronics,False,35,83.4,0
L101294,C51294,Female,60,Single,Tertiary,Machakos,Formal,23759.38,8909.7,10,6035,12,7.14,Bi-weekly,3,0,Household,Electronics,True,2,97.16,0
L101295,C51295,Male,52,Divorced,Primary,Nakuru,Informal,46764.16,18714.83,8,22583,6,14.73,Weekly,0,0,Household,Guarantor,True,35,81.27,1
L101296,C51296,Female,60,Married,Primary,Eldoret,Self-employed,24696.54,9400.19,12,45284,6,9.52,Bi-weekly,2,0,Business,Guarantor,False,32,88.83,1
L101297,C51297,Female,52,Married,Primary,Kisumu,Unemployed,28138.4,5391.89,12,29400,24,10.38,Monthly,3,1,Education,Guarantor,True,55,2.17,0
L101298,C51298,Female,29,Single,Primary,Mombasa,Formal,24243.07,26534.05,4,44385,24,21.21,Bi-weekly,4,1,Agriculture,Electronics,True,20,74.44,0
L101299,C51299,Other,50,Married,None,Mombasa,Self-employed,14803.13,2159.58,2,24043,3,20.66,Weekly,1,1,Agriculture,Electronics,True,4,4.64,0
L101300,C51300,Other,53,Divorced,Tertiary,Nairobi,Formal,14955.06,10609.73,2,33119,3,21.46,Weekly,1,0,Agriculture,None,True,51,92.39,0
L101301,C51301,Male,31,Widowed,Tertiary,Nairobi,Informal,39809.7,8175.93,8,20404,12,11.16,Bi-weekly,0,0,Agriculture,None,False,54,53.84,1
L101302,C51302,Male,50,Married,Secondary,Meru,Formal,22377.86,3545.76,6,25507,6,7.65,Weekly,3,0,Emergency,None,False,17,88.35,1
L101303,C51303,Other,63,Married,Primary,Nairobi,Unemployed,19213.43,25976.15,2,29927,3,9.52,Weekly,1,0,Emergency,Livestock,True,37,19.89,0
L101304,C51304,Other,62,Married,Secondary,Machakos,Self-employed,19981.45,3455.71,9,41605,6,5.94,Bi-weekly,1,0,Education,Guarantor,False,21,91.44,0
L101305,C51305,Other,62,Single,Tertiary,Machakos,Formal,5897.04,5151.49,1,46600,6,6.88,Monthly,1,0,Household,Electronics,True,40,27.13,0
L101306,C51306,Female,41,Divorced,Tertiary,Machakos,Unemployed,20568.01,21278.59,3,10993,3,17.13,Weekly,4,0,Emergency,Electronics,False,39,28.13,1
L101307,C51307,Female,32,Widowed,Secondary,Machakos,Self-employed,26921.56,13927.83,6,23560,6,7.85,Monthly,3,1,Business,Livestock,True,36,49.84,1
L101308,C51308,Other,48,Divorced,Tertiary,Nairobi,Unemployed,15599.4,3979.56,9,30133,24,6.17,Monthly,5,1,Business,Title Deed,False,49,12.48,1
L101309,C51309,Female,34,Divorced,Tertiary,Eldoret,Formal,34594.95,11517.16,7,27580,12,15.59,Weekly,1,1,Medical,Title Deed,False,5,65.64,0
L101310,C51310,Female,29,Married,None,Nakuru,Unemployed,27795.42,4689.08,9,6510,6,14.49,Weekly,1,1,Household,None,False,19,62.02,0
L101311,C51311,Male,39,Widowed,Primary,Meru,Informal,19151.95,11051.32,6,37185,3,22.81,Bi-weekly,3,0,Household,Guarantor,True,34,50.55,0
L101312,C51312,Other,40,Divorced,Primary,Nairobi,Formal,32545.03,10040.23,4,14877,24,8.47,Monthly,3,2,Medical,Title Deed,False,43,75.51,1
L101313,C51313,Other,43,Widowed,Tertiary,Kisumu,Self-employed,29881.34,1962.16,7,23989,3,14.34,Monthly,5,0,Agriculture,Title Deed,True,56,11.3,1
L101314,C51314,Female,31,Single,Tertiary,Eldoret,Informal,40838.81,14670.14,10,33676,24,15.27,Monthly,3,1,Household,Electronics,True,52,3.05,0
L101315,C51315,Other,29,Married,None,Nakuru,Formal,10168.81,5947.1,9,47700,24,17.41,Weekly,7,0,Emergency,Electronics,False,58,33.3,0
L101316,C51316,Male,21,Single,Secondary,Eldoret,Informal,53114.71,-4322.9,8,37136,6,23.72,Weekly,5,1,Agriculture,None,True,33,95.49,0
L101317,C51317,Male,63,Widowed,None,Mombasa,Unemployed,26307.11,16567.57,5,35765,12,10.19,Bi-weekly,2,0,Agriculture,Title Deed,False,56,14.8,1
L101318,C51318,Male,30,Married,None,Eldoret,Self-employed,42116.21,12377.4,6,16090,6,5.82,Weekly,1,0,Emergency,Guarantor,True,29,27.04,0
L101319,C51319,Other,35,Single,Secondary,Meru,Informal,13152.97,2115.86,6,36353,3,14.06,Bi-weekly,3,0,Education,Guarantor,True,46,21.68,0
L101320,C51320,Other,60,Married,Tertiary,Machakos,Unemployed,29912.44,17145.28,6,47559,24,23.32,Monthly,4,0,Medical,Guarantor,True,12,35.37,0
L101321,C51321,Other,45,Single,Primary,Eldoret,Unemployed,24229.15,18158.33,6,44987,12,24.56,Weekly,2,0,Agriculture,None,False,59,42.72,0
L101322,C51322,Other,55,Divorced,None,Mombasa,Self-employed,36264.46,12002.87,8,30402,3,8.82,Monthly,1,0,Agriculture,None,True,31,20.32,0
L101323,C51323,Other,58,Married,None,Mombasa,Formal,51847.91,15809.17,8,40082,6,8.08,Weekly,2,1,Business,Livestock,True,20,13.16,0
L101324,C51324,Male,61,Widowed,Primary,Mombasa,Self-employed,30880.52,1431.89,7,39199,6,22.73,Bi-weekly,1,0,Business,Guarantor,True,33,73.1,0
L101325,C51325,Female,36,Married,None,Meru,Self-employed,22160.25,17419.74,5,22392,6,21.37,Bi-weekly,2,0,Education,Guarantor,False,50,83.42,1
L101326,C51326,Male,63,Widowed,Secondary,Meru,Unemployed,30767.64,12002.6,2,42224,3,20.07,Bi-weekly,2,0,Agriculture,Livestock,False,2,11.76,0
L101327,C51327,Other,64,Single,Primary,Eldoret,Self-employed,-3140.88,24487.99,3,28960,6,20.57,Bi-weekly,2,0,Business,Guarantor,True,22,12.19,0
L101328,C51328,Male,60,Single,Primary,Mombasa,Self-employed,23677.21,-3050.08,6,34552,6,11.23,Bi-weekly,5,0,Emergency,Livestock,False,42,71.41,0
L101329,C51329,Other,55,Widowed,Secondary,Nairobi,Formal,-985.3,9951.96,5,2065,6,19.05,Bi-weekly,4,2,Business,Title Deed,True,22,59.91,0
L101330,C51330,Other,63,Single,Secondary,Kisumu,Self-employed,44394.4,3700.7,6,4976,6,8.08,Weekly,2,0,Medical,Livestock,True,56,43.35,0
L101331,C51331,Male,20,Married,Primary,Machakos,Self-employed,42296.57,6843.28,9,19121,24,12.06,Monthly,1,1,Household,Title Deed,False,29,97.94,0
L101332,C51332,Other,36,Single,Secondary,Kisumu,Unemployed,39127.98,11317.58,6,32171,6,15.1,Monthly,5,0,Emergency,Livestock,False,22,4.48,0
L101333,C51333,Female,37,Widowed,None,Machakos,Formal,17675.62,7932.61,11,39850,24,6.94,Bi-weekly,1,0,Emergency,Guarantor,True,45,45.69,1
L101334,C51334,Other,42,Widowed,Tertiary,Mombasa,Self-employed,9972.78,5065.67,12,23551,6,5.26,Weekly,1,1,Education,Livestock,False,59,50.95,1
L101335,C51335,Female,28,Divorced,None,Nakuru,Formal,44184.29,5279.36,8,34275,24,16.49,Weekly,1,0,Medical,Electronics,False,0,33.29,0
L101336,C51336,Female,34,Widowed,Secondary,Machakos,Formal,67751.1,24890.9,8,10764,12,19.41,Bi-weekly,4,1,Business,Electronics,False,16,59.24,0
L101337,C51337,Other,52,Single,None,Eldoret,Unemployed,39518.46,13633.75,5,9563,3,16.69,Weekly,3,1,Household,Livestock,False,52,74.53,1
L101338,C51338,Male,31,Widowed,Tertiary,Kisumu,Self-employed,52772.14,-2007.71,5,27320,24,22.19,Bi-weekly,2,0,Education,Livestock,True,52,74.44,0
L101339,C51339,Female,56,Single,Tertiary,Meru,Informal,32883.42,4971.25,8,9782,24,18.13,Monthly,4,0,Emergency,Guarantor,False,19,14.68,1
L101340,C51340,Male,36,Single,Tertiary,Meru,Formal,25625.34,15556.4,9,7365,12,6.42,Bi-weekly,2,0,Medical,Guarantor,False,34,77.42,0
L101341,C51341,Female,20,Divorced,Secondary,Machakos,Unemployed,55582.88,10168.43,3,32787,6,19.03,Bi-weekly,2,0,Medical,Electronics,True,49,55.91,0
L101342,C51342,Other,51,Single,Secondary,Nairobi,Formal,29127.01,12946.15,10,11761,24,23.29,Bi-weekly,2,0,Agriculture,Livestock,False,40,76.84,0
L101343,C51343,Other,58,Widowed,Secondary,Nakuru,Informal,44780.31,17229.06,1,45967,24,7.92,Monthly,0,0,Household,Livestock,False,27,31.37,0
L101344,C51344,Female,39,Widowed,Tertiary,Nakuru,Informal,27869.0,-2067.12,5,39607,6,16.51,Bi-weekly,1,0,Household,Livestock,False,0,70.39,0
L101345,C51345,Other,55,Widowed,Secondary,Nairobi,Self-employed,25506.51,16575.47,7,14952,24,16.17,Bi-weekly,2,0,Medical,Electronics,True,39,48.03,1
L101346,C51346,Female,44,Single,Primary,Eldoret,Unemployed,26976.93,20686.78,8,44588,24,20.69,Monthly,1,0,Education,Guarantor,True,43,18.47,0
L101347,C51347,Other,38,Widowed,None,Eldoret,Informal,36298.13,-676.91,6,9764,6,6.0,Monthly,3,0,Agriculture,None,True,28,99.75,0
L101348,C51348,Male,58,Married,None,Mombasa,Formal,23761.5,13593.12,8,43820,24,23.92,Monthly,2,0,Education,Electronics,True,27,33.45,0
L101349,C51349,Other,48,Married,Primary,Machakos,Informal,61162.72,-7085.61,7,11705,3,22.4,Monthly,0,0,Agriculture,Livestock,False,7,55.57,0
L101350,C51350,Male,44,Widowed,Secondary,Nairobi,Formal,34524.14,13965.74,4,27430,12,14.94,Monthly,0,0,Education,Guarantor,False,51,14.54,1
L101351,C51351,Other,54,Single,None,Nairobi,Unemployed,27352.47,14336.35,2,13788,12,14.39,Weekly,2,0,Medical,Electronics,False,23,36.66,0
L101352,C51352,Male,19,Widowed,Tertiary,Meru,Self-employed,19857.64,3690.94,7,24201,12,23.28,Monthly,2,1,Emergency,Title Deed,False,29,35.71,1
L101353,C51353,Other,64,Married,None,Machakos,Informal,38701.39,8291.71,2,11294,3,21.1,Bi-weekly,2,1,Business,Electronics,False,35,91.37,0
L101354,C51354,Male,26,Single,None,Nairobi,Unemployed,-3772.97,10326.52,9,21824,24,13.54,Monthly,1,1,Agriculture,Title Deed,False,36,79.51,0
L101355,C51355,Female,36,Widowed,None,Mombasa,Unemployed,27138.94,12012.86,2,10191,24,19.9,Bi-weekly,1,0,Education,Guarantor,True,54,46.56,1
L101356,C51356,Female,59,Single,Secondary,Kisumu,Informal,41719.55,8140.05,10,1227,12,22.85,Bi-weekly,1,1,Education,Guarantor,True,55,9.6,0
L101357,C51357,Male,53,Widowed,Primary,Eldoret,Unemployed,12934.09,20684.96,10,31291,3,14.04,Bi-weekly,1,0,Agriculture,Livestock,False,23,96.75,0
L101358,C51358,Other,27,Divorced,None,Machakos,Self-employed,35837.09,14768.0,4,46337,3,7.31,Weekly,2,0,Emergency,Guarantor,False,48,73.81,0
L101359,C51359,Male,57,Single,Tertiary,Mombasa,Self-employed,37378.02,6949.83,6,45495,24,20.29,Bi-weekly,3,0,Agriculture,Electronics,False,8,73.34,0
L101360,C51360,Other,62,Married,None,Machakos,Informal,25731.93,20491.77,8,25995,6,5.64,Bi-weekly,3,1,Education,Title Deed,False,28,69.84,0
L101361,C51361,Female,56,Married,Secondary,Machakos,Informal,32187.29,15891.17,5,31982,12,22.55,Bi-weekly,1,0,Education,None,True,36,15.47,0
L101362,C51362,Other,24,Married,Secondary,Machakos,Unemployed,28795.18,2400.31,13,31905,3,14.85,Bi-weekly,0,0,Medical,Electronics,False,57,35.95,1
L101363,C51363,Female,21,Married,Tertiary,Mombasa,Unemployed,16209.24,12260.06,9,3287,24,18.39,Weekly,1,0,Emergency,Electronics,True,21,98.17,0
L101364,C51364,Other,32,Widowed,None,Meru,Unemployed,55631.89,16572.79,1,31104,12,12.94,Monthly,1,0,Emergency,None,True,34,53.38,1
L101365,C51365,Other,29,Widowed,None,Mombasa,Informal,36398.38,19182.58,6,33270,6,18.4,Monthly,1,0,Emergency,Guarantor,False,38,74.91,0
L101366,C51366,Other,23,Single,Tertiary,Meru,Informal,28361.19,26344.47,6,47812,12,9.19,Bi-weekly,2,1,Household,Livestock,True,54,22.75,1
L101367,C51367,Male,26,Divorced,Primary,Meru,Formal,29504.85,21120.28,5,4143,6,20.04,Weekly,0,0,Business,Electronics,False,30,52.42,0
L101368,C51368,Male,52,Divorced,Secondary,Machakos,Unemployed,43296.99,9735.58,9,43722,6,9.92,Bi-weekly,3,0,Household,Guarantor,True,33,53.37,0
L101369,C51369,Female,25,Single,Primary,Nairobi,Informal,3395.55,-3600.6,7,6177,12,15.58,Bi-weekly,0,0,Household,Title Deed,False,58,48.12,1
L101370,C51370,Female,24,Married,Primary,Mombasa,Formal,27387.42,17342.81,5,35173,12,17.0,Bi-weekly,1,0,Business,None,True,24,97.2,1
L101371,C51371,Male,21,Divorced,None,Kisumu,Self-employed,11163.79,10178.01,3,14624,12,8.26,Bi-weekly,3,0,Emergency,Electronics,False,1,92.99,0
L101372,C51372,Female,30,Divorced,Tertiary,Machakos,Formal,41305.6,19437.63,5,41733,6,16.02,Weekly,3,1,Education,Guarantor,False,34,77.44,1
L101373,C51373,Male,36,Single,Secondary,Nakuru,Self-employed,41387.86,12446.56,5,2325,12,7.03,Weekly,2,2,Agriculture,Guarantor,False,53,79.14,0
L101374,C51374,Other,24,Married,Primary,Mombasa,Informal,25350.8,3180.69,13,31500,3,21.55,Weekly,4,0,Household,None,False,20,89.41,0
L101375,C51375,Female,27,Widowed,Primary,Machakos,Unemployed,37022.14,8198.01,2,32758,24,11.38,Weekly,1,1,Agriculture,Title Deed,True,25,81.51,0
L101376,C51376,Female,42,Widowed,None,Meru,Self-employed,36102.28,14387.62,6,32651,6,20.5,Monthly,0,0,Emergency,Guarantor,False,20,99.9,1
L101377,C51377,Male,61,Divorced,None,Kisumu,Unemployed,54714.66,12203.49,7,41616,12,17.23,Monthly,0,0,Agriculture,Livestock,False,33,65.05,0
L101378,C51378,Female,52,Widowed,None,Meru,Unemployed,38525.13,7746.97,6,49419,6,11.55,Weekly,1,0,Household,None,False,15,57.25,0
L101379,C51379,Female,42,Single,Tertiary,Nairobi,Self-employed,13017.89,13227.96,6,29056,3,15.6,Monthly,1,0,Education,Electronics,False,41,92.16,1
L101380,C51380,Other,46,Divorced,Secondary,Nakuru,Unemployed,19073.16,11421.9,1,2176,24,18.65,Monthly,2,0,Household,Livestock,True,57,34.19,0
L101381,C51381,Female,29,Divorced,Secondary,Eldoret,Unemployed,31771.91,8168.41,12,25558,3,16.3,Monthly,2,0,Education,Livestock,False,38,75.15,0
L101382,C51382,Other,64,Married,None,Eldoret,Unemployed,-613.55,18494.07,7,35415,3,17.94,Weekly,1,0,Emergency,None,True,10,85.87,0
L101383,C51383,Male,57,Widowed,Primary,Nairobi,Unemployed,47444.67,18372.89,7,47932,24,22.5,Monthly,2,1,Agriculture,Guarantor,True,35,61.81,1
L101384,C51384,Female,29,Married,None,Machakos,Formal,35429.11,14862.79,5,49638,24,16.17,Monthly,1,1,Emergency,Electronics,False,0,90.78,0
L101385,C51385,Other,23,Divorced,None,Nairobi,Self-employed,5432.3,9429.16,4,17097,24,6.96,Weekly,1,0,Education,Guarantor,False,52,7.86,1
L101386,C51386,Male,27,Widowed,Tertiary,Eldoret,Unemployed,29473.75,16264.41,4,45811,24,14.76,Weekly,0,0,Education,None,True,20,46.06,0
L101387,C51387,Female,19,Married,None,Nairobi,Unemployed,69389.84,6764.33,5,22412,3,14.58,Bi-weekly,5,0,Household,Livestock,True,25,13.58,0
L101388,C51388,Male,62,Widowed,Secondary,Machakos,Informal,22259.27,20404.09,7,36021,24,5.2,Monthly,1,1,Agriculture,Title Deed,True,32,7.19,1
L101389,C51389,Female,42,Divorced,None,Eldoret,Informal,8238.68,14414.42,5,39624,12,23.46,Monthly,1,0,Medical,Title Deed,False,49,23.76,1
L101390,C51390,Male,24,Divorced,Secondary,Nairobi,Self-employed,21787.16,14672.44,3,37420,6,22.37,Bi-weekly,4,0,Business,Guarantor,False,7,72.66,0
L101391,C51391,Male,57,Divorced,Primary,Eldoret,Unemployed,4083.66,21291.4,7,28744,3,21.61,Weekly,0,2,Emergency,Title Deed,True,57,32.44,0
L101392,C51392,Other,40,Single,Secondary,Kisumu,Self-employed,34084.58,11272.09,8,12913,12,13.17,Weekly,2,0,Agriculture,Title Deed,True,2,68.92,0
L101393,C51393,Male,28,Married,Secondary,Nairobi,Informal,14415.12,15054.95,6,47985,3,23.93,Weekly,1,1,Medical,Electronics,True,40,93.26,0
L101394,C51394,Female,53,Married,None,Eldoret,Informal,39827.62,7890.02,7,46005,6,20.61,Weekly,2,0,Education,Electronics,False,59,42.13,0
L101395,C51395,Female,40,Divorced,Secondary,Nairobi,Informal,33701.08,3748.9,4,15882,6,22.21,Bi-weekly,1,0,Medical,Title Deed,True,42,58.7,0
L101396,C51396,Other,60,Married,Secondary,Machakos,Formal,20102.06,17686.7,4,2785,6,18.79,Weekly,1,1,Agriculture,Guarantor,False,10,71.79,0
L101397,C51397,Female,24,Divorced,Primary,Eldoret,Formal,7898.06,8258.89,4,28604,3,7.06,Bi-weekly,1,0,Education,Livestock,False,9,76.35,0
L101398,C51398,Female,44,Married,Secondary,Eldoret,Informal,34642.12,6962.49,4,38361,12,5.3,Bi-weekly,1,1,Emergency,Guarantor,False,28,43.68,0
L101399,C51399,Female,30,Widowed,Secondary,Meru,Informal,31204.73,8784.37,11,22816,6,17.36,Bi-weekly,0,0,Education,None,True,20,76.53,0
L101400,C51400,Male,34,Married,None,Meru,Formal,6942.48,20620.67,5,49493,24,6.14,Monthly,2,0,Household,Livestock,True,39,18.2,0
L101401,C51401,Male,49,Divorced,Tertiary,Machakos,Informal,18110.57,7164.45,6,1196,6,24.71,Monthly,5,1,Household,Guarantor,True,59,26.92,0
L101402,C51402,Female,43,Married,None,Nakuru,Informal,6653.85,25219.2,3,25152,12,5.9,Weekly,4,0,Business,Guarantor,False,38,91.55,1
L101403,C51403,Other,39,Widowed,Primary,Machakos,Formal,16263.5,599.28,6,31467,3,18.81,Monthly,1,0,Business,Title Deed,False,17,33.49,0
L101404,C51404,Male,30,Widowed,None,Nairobi,Formal,26353.47,17276.85,16,11424,3,19.44,Weekly,0,0,Business,None,True,40,66.74,0
L101405,C51405,Other,29,Widowed,Secondary,Kisumu,Formal,20176.4,7611.54,7,33592,12,15.42,Monthly,1,1,Business,Electronics,False,3,1.92,0
L101406,C51406,Female,24,Divorced,Tertiary,Mombasa,Informal,11222.35,7688.56,5,49814,3,7.01,Monthly,1,0,Emergency,None,True,46,43.62,0
L101407,C51407,Female,18,Single,None,Mombasa,Informal,35050.96,13940.11,6,24941,24,23.52,Weekly,2,1,Business,None,False,14,64.94,0
L101408,C51408,Male,50,Divorced,None,Meru,Unemployed,37782.64,6582.79,7,49942,12,14.2,Weekly,3,2,Education,Guarantor,False,18,74.08,0
L101409,C51409,Female,31,Widowed,Primary,Nairobi,Informal,41033.17,6243.76,8,8965,3,24.5,Weekly,2,1,Household,Guarantor,False,44,16.8,0
L101410,C51410,Male,64,Married,Secondary,Meru,Informal,54627.77,19413.63,7,2255,3,13.38,Monthly,3,0,Education,Guarantor,True,30,75.47,0
L101411,C51411,Female,60,Widowed,None,Eldoret,Formal,36075.22,1886.52,5,36628,12,7.39,Monthly,2,0,Emergency,None,False,35,58.64,0
L101412,C51412,Female,58,Single,None,Eldoret,Self-employed,14803.94,-4421.62,3,3586,12,23.27,Bi-weekly,3,0,Medical,Title Deed,True,16,0.7,1
L101413,C51413,Male,34,Single,Tertiary,Kisumu,Informal,20709.3,13175.86,8,41862,12,7.62,Weekly,2,0,Business,Guarantor,False,40,15.33,0
L101414,C51414,Male,21,Widowed,Primary,Nairobi,Informal,35280.5,7213.18,2,21286,24,21.81,Monthly,1,0,Business,Title Deed,False,19,61.69,0
L101415,C51415,Male,56,Divorced,Secondary,Mombasa,Informal,35669.42,7916.88,5,44419,12,12.15,Weekly,2,0,Education,Electronics,False,4,51.5,1
L101416,C51416,Female,18,Single,None,Kisumu,Unemployed,16574.87,4375.47,6,49178,6,10.83,Monthly,2,1,Medical,Title Deed,True,47,38.87,1
L101417,C51417,Female,58,Widowed,Tertiary,Machakos,Formal,42998.85,-271.44,10,15337,24,8.87,Weekly,2,0,Emergency,Electronics,False,13,47.65,1
L101418,C51418,Other,62,Divorced,None,Nairobi,Unemployed,12412.14,17171.3,6,27089,12,15.02,Weekly,3,0,Medical,Title Deed,True,1,19.23,0
L101419,C51419,Male,41,Married,None,Nairobi,Unemployed,6975.32,2236.03,8,44400,12,8.1,Bi-weekly,2,0,Education,Title Deed,False,8,3.52,1
L101420,C51420,Female,51,Divorced,Primary,Meru,Self-employed,38545.0,15415.42,7,29908,6,5.86,Weekly,2,1,Education,Guarantor,False,23,70.35,1
L101421,C51421,Female,51,Single,Tertiary,Meru,Informal,19623.82,17131.25,7,27401,3,13.66,Weekly,0,0,Education,Electronics,False,19,42.17,0
L101422,C51422,Male,41,Divorced,Tertiary,Nairobi,Unemployed,21740.98,9293.84,6,41383,3,14.57,Weekly,4,0,Medical,Livestock,True,5,55.43,1
L101423,C51423,Other,32,Divorced,Secondary,Nakuru,Unemployed,20641.14,9791.32,12,24478,24,23.02,Monthly,2,1,Education,None,True,59,14.43,0
